id,x,y
9993,500,497
9994,402,514
9995,540,559
9996,360,510
9997,352,462
9998,531,547
9999,460,355
10000,400,567
10001,491,367
10002,376,531
10003,357,424
10004,425,563
10005,547,546
10006,566,439
10007,361,474
10008,568,396
10009,458,507
10010,366,460
10011,546,557
10012,559,475
10013,484,350
10014,556,395
10015,565,374
10016,432,504
10017,456,395
10018,374,456
10019,452,513
10020,542,400
10021,398,561
10022,404,483
10023,414,524
10024,378,492
10025,556,500
10026,361,547
10027,471,561
10028,483,514
10029,491,475
10030,428,405
10031,475,388
10032,363,492
10033,372,545
10034,395,525
10035,534,508
10036,484,544
10037,544,566
10038,418,553
10039,496,456
10040,524,475
10041,544,419
10042,402,542
10043,407,458
10044,427,425
10045,378,487
10046,483,566
10047,546,438
10048,408,398
10049,395,545
10050,432,376
10051,537,412
10052,526,375
10053,557,489
10054,419,370
10055,511,404
10056,527,374
10057,547,396
10058,367,422
10059,403,515
10060,387,395
10061,404,428
10062,559,494
10063,537,353
10064,396,410
10065,520,506
10066,363,366
10067,431,492
10068,481,376
10069,398,445
10070,457,421
10071,396,403
10072,366,446
10073,489,452
10074,378,524
10075,561,439
10076,466,531
10077,430,471
10078,470,555
10079,352,412
10080,523,545
10081,460,438
10082,517,352
10083,353,394
10084,470,507
10085,408,517
10086,412,392
10087,419,513
10088,490,502
10089,355,410
10090,391,353
10091,413,415
10092,520,553
10093,538,559
10094,567,492
10095,438,506
10096,392,473
10097,461,559
10098,392,515
10099,355,403
10100,542,461
10101,402,463
10102,497,398
10103,456,517
10104,539,450
10105,457,518
10106,509,457
10107,458,515
10108,492,561
10109,367,491
10110,561,567
10111,560,503
10112,368,412
10113,428,414
10114,539,481
10115,400,353
10116,373,378
10117,439,430
10118,509,397
10119,544,495
10120,473,376
10121,465,542
10122,376,366
10123,513,492
10124,409,460
10125,509,389
10126,376,413
10127,381,369
10128,557,416
10129,360,520
10130,404,419
10131,493,408
10132,353,432
10133,493,526
10134,428,395
10135,378,561
10136,497,475
10137,417,387
10138,488,391
10139,374,431
10140,417,378
10141,520,439
10142,566,559
10143,438,428
10144,512,513
10145,378,370
10146,381,457
10147,431,517
10148,410,355
10149,412,367
10150,368,416
10151,434,478
10152,404,352
10153,414,34
10154,540,480
10155,493,402
10156,455,528
10157,561,527
10158,490,391
10159,535,473
10160,391,500
10161,446,491
10162,503,408
10163,439,563
10164,514,495
10165,473,503
10166,496,517
10167,506,525
10168,400,542
10169,412,538
10170,427,173
10171,500,355
10172,484,538
10173,492,483
10174,514,483
10175,444,556
10176,452,432
10177,402,515
10178,389,554
10179,430,419
10180,519,515
10181,475,461
10182,527,395
10183,493,392
10184,495,444
10185,546,397
10186,492,373
10187,364,476
10188,520,479
10189,393,198
10190,465,570
10191,393,399
10192,444,570
10193,553,368
10194,413,535
10195,554,424
10196,506,484
10197,395,537
10198,448,413
10199,438,513
10200,521,452
10201,438,391
10202,510,426
10203,506,412
10204,554,551
10205,431,392
10206,517,526
10207,421,402
10208,525,395
10209,374,566
10210,376,559
10211,374,504
10212,373,483
10213,412,494
10214,488,412
10215,399,564
10216,556,487
10217,373,527
10218,432,444
10219,523,397
10220,471,353
10221,523,360
10222,561,545
10223,378,452
10224,368,503
10225,557,354
10226,539,502
10227,513,451
10228,474,410
10229,374,515
10230,460,521
10231,461,520
10232,374,376
10233,431,566
10234,561,374
10235,525,375
10236,456,545
10237,544,570
10238,412,560
10239,461,378
10240,484,517
10241,444,487
10242,514,366
10243,374,420
10244,509,381
10245,531,570
10246,419,505
10247,475,361
10248,431,400
10249,497,423
10250,567,412
10251,432,483
10252,366,526
10253,525,500
10254,561,414
10255,458,475
10256,362,373
10257,389,497
10258,375,408
10259,391,524
10260,504,510
10261,500,514
10262,391,513
10263,491,373
10264,563,546
10265,523,553
10266,387,406
10267,423,560
10268,417,520
10269,376,514
10270,471,376
10271,465,392
10272,173,414
10273,494,537
10274,558,360
10275,494,462
10276,531,426
10277,524,412
10278,436,506
10279,507,460
10280,391,374
10281,488,434
10282,402,507
10283,385,507
10284,393,564
10285,543,546
10286,467,437
10287,512,412
10288,523,418
10289,426,455
10290,402,421
10291,423,561
10292,380,505
10293,483,465
10294,355,463
10295,409,419
10296,461,527
10297,387,520
10298,360,362
10299,553,558
10300,542,394
10301,525,497
10302,372,543
10303,412,428
10304,488,556
10305,438,387
10306,438,366
10307,391,483
10308,523,442
10309,553,496
10310,555,432
10311,397,421
10312,418,555
10313,428,434
10314,389,424
10315,428,500
10316,475,566
10317,553,500
10318,391,460
10319,430,353
10320,492,362
10321,494,497
10322,556,548
10323,438,566
10324,385,423
10325,408,484
10326,482,497
10327,559,484
10328,362,445
10329,370,544
10330,371,368
10331,507,525
10332,512,515
10333,376,525
10334,373,400
10335,548,556
10336,456,438
10337,445,404
10338,532,406
10339,506,513
10340,503,391
10341,492,376
10342,381,509
10343,560,553
10344,452,507
10345,363,436
10346,430,416
10347,486,369
10348,360,432
10349,560,395
10350,570,557
10351,523,456
10352,544,373
10353,463,461
10354,517,524
10355,553,482
10356,514,569
10357,373,515
10358,437,498
10359,527,500
10360,461,387
10361,487,556
10362,430,423
10363,446,376
10364,404,421
10365,372,422
10366,415,495
10367,418,481
10368,555,557
10369,428,520
10370,428,370
10371,367,481
10372,428,497
10373,353,430
10374,560,392
10375,539,400
10376,553,556
10377,417,503
10378,438,412
10379,391,525
10380,475,444
10381,417,497
10382,395,514
10383,381,551
10384,388,557
10385,441,501
10386,444,545
10387,511,436
10388,397,402
10389,561,430
10390,407,369
10391,373,374
10392,428,376
10393,469,424
10394,483,553
10395,475,396
10396,430,392
10397,493,368
10398,353,503
10399,544,353
10400,412,360
10401,391,539
10402,570,387
10403,455,355
10404,455,466
10405,560,500
10406,375,398
10407,390,539
10408,546,555
10409,423,430
10410,465,561
10411,553,542
10412,547,361
10413,489,396
10414,404,545
10415,400,556
10416,511,538
10417,452,403
10418,370,373
10419,461,428
10420,366,402
10421,412,492
10422,417,523
10423,512,517
10424,395,412
10425,545,523
10426,465,515
10427,355,412
10428,440,449
10429,465,417
10430,567,419
10431,395,438
10432,515,555
10433,455,359
10434,373,514
10435,370,497
10436,373,360
10437,422,504
10438,557,432
10439,404,375
10440,559,444
10441,418,544
10442,387,370
10443,456,523
10444,500,361
10445,419,374
10446,430,541
10447,439,458
10448,399,501
10449,451,374
10450,414,363
10451,507,570
10452,570,523
10453,563,427
10454,502,490
10455,527,350
10456,524,488
10457,542,513
10458,497,422
10459,560,497
10460,360,570
10461,483,475
10462,493,417
10463,433,528
10464,363,517
10465,500,465
10466,354,474
10467,399,364
10468,376,473
10469,511,408
10470,392,460
10471,497,507
10472,404,536
10473,563,518
10474,559,488
10475,497,436
10476,428,508
10477,515,557
10478,417,492
10479,421,504
10480,497,402
10481,465,416
10482,428,430
10483,391,475
10484,452,557
10485,558,495
10486,370,419
10487,493,412
10488,420,439
10489,570,504
10490,542,567
10491,523,496
10492,359,376
10493,461,414
10494,440,525
10495,489,547
10496,537,456
10497,545,515
10498,408,412
10499,561,475
10500,545,432
10501,418,557
10502,402,417
10503,547,410
10504,527,419
10505,503,388
10506,353,493
10507,478,405
10508,503,394
10509,428,544
10510,438,374
10511,545,537
10512,420,567
10513,566,567
10514,555,531
10515,367,412
10516,353,560
10517,360,497
10518,520,456
10519,460,452
10520,391,458
10521,570,376
10522,517,506
10523,553,400
10524,548,391
10525,461,471
10526,463,450
10527,473,362
10528,492,560
10529,391,482
10530,489,376
10531,388,360
10532,556,563
10533,511,525
10534,445,493
10535,461,376
10536,422,412
10537,403,497
10538,417,566
10539,538,408
10540,504,562
10541,556,553
10542,445,560
10543,537,503
10544,517,412
10545,370,523
10546,456,434
10547,517,398
10548,503,404
10549,460,402
10550,420,484
10551,565,507
10552,503,444
10553,513,388
10554,428,525
10555,456,368
10556,359,361
10557,445,460
10558,493,566
10559,368,538
10560,363,378
10561,494,559
10562,395,430
10563,398,462
10564,412,567
10565,366,391
10566,414,423
10567,392,497
10568,511,428
10569,412,488
10570,413,445
10571,378,434
10572,495,570
10573,528,510
10574,394,479
10575,543,531
10576,431,423
10577,475,439
10578,412,500
10579,353,471
10580,448,460
10581,517,482
10582,515,417
10583,374,461
10584,456,423
10585,374,524
10586,487,412
10587,455,504
10588,517,559
10589,368,536
10590,369,442
10591,496,553
10592,376,547
10593,368,366
10594,506,566
10595,418,397
10596,527,456
10597,373,465
10598,407,455
10599,507,370
10600,394,566
10601,507,387
10602,473,415
10603,414,559
10604,352,538
10605,425,460
10606,556,400
10607,431,368
10608,563,531
10609,374,553
10610,542,395
10611,380,554
10612,484,400
10613,357,551
10614,496,414
10615,414,542
10616,410,500
10617,520,484
10618,500,376
10619,525,456
10620,388,507
10621,537,465
10622,480,414
10623,416,503
10624,556,415
10625,444,421
10626,370,566
10627,400,408
10628,471,524
10629,544,397
10630,545,408
10631,561,538
10632,538,503
10633,569,412
10634,493,462
10635,531,442
10636,517,391
10637,542,492
10638,378,515
10639,449,444
10640,463,437
10641,563,554
10642,370,514
10643,525,432
10644,350,543
10645,369,357
10646,553,425
10647,483,373
10648,520,495
10649,399,441
10650,421,404
10651,395,360
10652,374,556
10653,504,570
10654,483,517
10655,561,553
10656,497,527
10657,511,517
10658,543,558
10659,545,376
10660,553,403
10661,439,445
10662,554,381
10663,538,536
10664,513,461
10665,366,484
10666,370,520
10667,475,517
10668,555,515
10669,553,363
10670,412,376
10671,474,531
10672,369,518
10673,520,567
10674,524,387
10675,473,444
10676,432,497
10677,463,374
10678,428,463
10679,561,431
10680,439,527
10681,475,450
10682,409,515
10683,428,475
10684,388,400
10685,515,497
10686,513,407
10687,373,460
10688,355,359
10689,352,375
10690,378,400
10691,497,503
10692,409,375
10693,475,373
10694,538,417
10695,561,455
10696,437,572
10697,450,489
10698,545,421
10699,559,471
10700,461,423
10701,475,370
10702,535,415
10703,563,523
10704,513,523
10705,352,456
10706,566,391
10707,561,493
10708,500,421
10709,526,483
10710,492,514
10711,387,402
10712,428,432
10713,430,420
10714,547,355
10715,521,374
10716,452,553
10717,395,408
10718,419,389
10719,462,512
10720,486,389
10721,553,430
10722,483,507
10723,460,392
10724,455,421
10725,355,543
10726,354,519
10727,369,561
10728,400,561
10729,497,409
10730,432,570
10731,366,374
10732,537,420
10733,423,436
10734,417,570
10735,380,389
10736,505,389
10737,456,375
10738,530,361
10739,420,563
10740,353,567
10741,483,422
10742,543,449
10743,400,515
10744,513,487
10745,373,446
10746,527,392
10747,517,488
10748,456,425
10749,460,463
10750,516,551
10751,531,355
10752,483,484
10753,561,465
10754,503,537
10755,567,527
10756,540,353
10757,565,360
10758,566,538
10759,497,360
10760,398,394
10761,410,474
10762,394,542
10763,451,556
10764,553,526
10765,563,449
10766,387,567
10767,542,392
10768,412,481
10769,483,520
10770,569,430
10771,481,547
10772,520,545
10773,557,418
10774,507,420
10775,431,432
10776,353,482
10777,378,488
10778,511,503
10779,559,479
10780,355,547
10781,369,419
10782,402,543
10783,376,428
10784,561,428
10785,507,428
10786,511,488
10787,563,416
10788,397,510
10789,366,553
10790,415,362
10791,465,408
10792,422,481
10793,434,566
10794,458,497
10795,527,423
10796,373,428
10797,403,553
10798,452,489
10799,487,392
10800,405,568
10801,504,563
10802,412,548
10803,446,475
10804,566,506
10805,366,412
10806,557,531
10807,419,537
10808,472,431
10809,553,460
10810,527,484
10811,446,492
10812,515,378
10813,368,374
10814,422,561
10815,455,565
10816,423,456
10817,363,527
10818,427,563
10819,408,365
10820,373,556
10821,500,563
10822,484,500
10823,471,513
10824,566,414
10825,473,495
10826,511,417
10827,405,563
10828,559,538
10829,392,412
10830,478,508
10831,539,522
10832,376,396
10833,395,460
10834,497,565
10835,519,403
10836,413,461
10837,389,516
10838,389,457
10839,460,374
10840,495,473
10841,442,460
10842,439,500
10843,522,529
10844,526,566
10845,455,506
10846,492,515
10847,428,461
10848,487,400
10849,483,560
10850,378,502
10851,460,362
10852,481,429
10853,513,553
10854,508,496
10855,470,361
10856,484,456
10857,544,497
10858,538,561
10859,496,412
10860,514,402
10861,536,462
10862,452,367
10863,460,560
10864,506,420
10865,408,366
10866,412,523
10867,353,566
10868,507,452
10869,517,363
10870,444,559
10871,559,526
10872,403,555
10873,507,385
10874,352,517
10875,419,369
10876,376,556
10877,548,446
10878,514,544
10879,398,545
10880,198,393
10881,559,461
10882,459,486
10883,469,497
10884,515,404
10885,428,34
10886,522,466
10887,378,496
10888,538,493
10889,465,373
10890,417,395
10891,518,485
10892,463,535
10893,412,461
10894,519,555
10895,520,395
10896,506,414
10897,526,430
10898,376,526
10899,527,373
10900,563,405
10901,359,557
10902,373,395
10903,473,428
10904,393,364
10905,355,470
10906,497,417
10907,563,350
10908,423,525
10909,483,563
10910,366,483
10911,563,534
10912,458,470
10913,471,430
10914,363,507
10915,391,556
10916,525,376
10917,497,354
10918,515,363
10919,551,457
10920,568,455
10921,565,455
10922,488,408
10923,388,523
10924,395,479
10925,563,506
10926,556,365
10927,514,378
10928,479,517
10929,429,504
10930,363,493
10931,414,436
10932,481,354
10933,425,434
10934,504,553
10935,475,531
10936,526,412
10937,420,556
10938,506,378
10939,429,539
10940,434,492
10941,487,446
10942,366,436
10943,528,350
10944,525,482
10945,500,542
10946,417,493
10947,416,367
10948,452,382
10949,374,391
10950,402,566
10951,461,374
10952,507,561
10953,502,491
10954,375,538
10955,525,561
10956,421,563
10957,492,497
10958,431,527
10959,553,432
10960,488,517
10961,378,369
10962,373,413
10963,419,363
10964,549,412
10965,559,392
10966,396,475
10967,446,373
10968,492,445
10969,469,554
10970,415,556
10971,563,373
10972,359,475
10973,506,363
10974,504,571
10975,387,461
10976,455,433
10977,371,542
10978,396,450
10979,526,404
10980,353,431
10981,475,458
10982,391,488
10983,537,513
10984,394,436
10985,419,428
10986,530,359
10987,431,545
10988,553,469
10989,561,360
10990,460,563
10991,465,525
10992,492,431
10993,392,506
10994,428,511
10995,390,373
10996,566,452
10997,446,517
10998,414,422
10999,362,412
11000,483,392
11001,433,407
11002,481,539
11003,417,412
11004,430,553
11005,506,434
11006,566,417
11007,465,430
11008,481,504
11009,461,400
11010,512,431
11011,409,404
11012,400,512
11013,488,436
11014,525,428
11015,438,422
11016,513,520
11017,422,449
11018,431,378
11019,555,547
11020,508,417
11021,545,479
11022,460,370
11023,370,436
11024,479,460
11025,489,481
11026,563,457
11027,563,391
11028,355,367
11029,420,514
11030,375,409
11031,548,482
11032,527,542
11033,546,500
11034,425,523
11035,556,417
11036,492,409
11037,567,370
11038,556,465
11039,363,461
11040,418,514
11041,565,497
11042,483,416
11043,472,356
11044,423,473
11045,442,369
11046,446,353
11047,547,489
11048,496,440
11049,542,402
11050,531,372
11051,376,405
11052,500,527
11053,494,412
11054,374,492
11055,373,388
11056,524,567
11057,538,412
11058,423,559
11059,397,541
11060,394,408
11061,397,514
11062,564,399
11063,523,374
11064,547,555
11065,515,370
11066,553,570
11067,458,397
11068,555,497
11069,570,507
11070,444,488
11071,450,388
11072,504,412
11073,353,460
11074,517,431
11075,506,392
11076,414,376
11077,430,514
11078,492,428
11079,395,425
11080,397,426
11081,436,475
11082,502,373
11083,526,419
11084,520,402
11085,412,418
11086,566,353
11087,366,417
11088,542,497
11089,527,461
11090,509,380
11091,503,473
11092,544,395
11093,471,451
11094,567,461
11095,561,376
11096,438,465
11097,369,469
11098,517,484
11099,359,546
11100,553,503
11101,464,384
11102,456,494
11103,417,545
11104,544,442
11105,412,431
11106,369,380
11107,557,506
11108,454,564
11109,509,518
11110,419,404
11111,496,427
11112,507,524
11113,417,373
11114,483,492
11115,416,500
11116,428,460
11117,528,455
11118,493,484
11119,428,419
11120,408,353
11121,555,500
11122,434,428
11123,555,410
11124,507,557
11125,465,388
11126,474,422
11127,430,374
11128,367,475
11129,412,455
11130,487,404
11131,360,376
11132,378,376
11133,500,410
11134,396,489
11135,373,496
11136,538,527
11137,366,482
11138,355,481
11139,349,434
11140,372,455
11141,416,417
11142,412,493
11143,503,451
11144,415,400
11145,457,486
11146,561,353
11147,465,493
11148,507,373
11149,397,563
11150,457,469
11151,482,431
11152,500,507
11153,487,419
11154,395,520
11155,525,538
11156,361,519
11157,524,402
11158,566,496
11159,492,419
11160,458,489
11161,418,510
11162,557,544
11163,435,563
11164,486,505
11165,355,553
11166,352,536
11167,430,569
11168,412,387
11169,400,388
11170,556,482
11171,483,446
11172,461,439
11173,363,487
11174,396,481
11175,531,481
11176,402,558
11177,527,473
11178,519,489
11179,475,359
11180,542,556
11181,546,396
11182,489,458
11183,432,456
11184,437,462
11185,442,412
11186,569,553
11187,445,465
11188,463,428
11189,402,415
11190,370,492
11191,521,506
11192,376,517
11193,483,412
11194,461,492
11195,513,419
11196,555,475
11197,460,473
11198,475,500
11199,366,566
11200,360,553
11201,559,404
11202,397,509
11203,465,471
11204,553,555
11205,475,519
11206,354,547
11207,553,456
11208,566,404
11209,412,517
11210,497,391
11211,544,432
11212,376,544
11213,452,559
11214,373,438
11215,475,559
11216,500,521
11217,508,349
11218,495,542
11219,528,504
11220,412,537
11221,431,417
11222,542,439
11223,465,538
11224,370,387
11225,370,431
11226,559,503
11227,545,511
11228,514,397
11229,561,402
11230,515,392
11231,404,482
11232,357,397
11233,360,365
11234,488,513
11235,490,376
11236,570,531
11237,420,483
11238,507,504
11239,387,523
11240,572,532
11241,384,552
11242,541,397
11243,506,507
11244,504,418
11245,414,492
11246,525,368
11247,441,364
11248,404,484
11249,173,464
11250,452,460
11251,431,503
11252,370,374
11253,497,538
11254,402,544
11255,354,382
11256,505,424
11257,475,376
11258,368,419
11259,483,366
11260,533,412
11261,494,456
11262,566,374
11263,459,516
11264,410,376
11265,430,408
11266,526,559
11267,487,538
11268,493,525
11269,388,566
11270,387,465
11271,515,376
11272,409,431
11273,373,392
11274,553,523
11275,507,376
11276,408,417
11277,363,376
11278,542,352
11279,34,414
11280,389,518
11281,428,378
11282,414,558
11283,412,388
11284,507,526
11285,376,374
11286,350,519
11287,412,515
11288,452,500
11289,198,476
11290,497,469
11291,420,471
11292,376,492
11293,355,531
11294,392,482
11295,370,460
11296,353,559
11297,497,506
11298,514,391
11299,444,504
11300,402,422
11301,354,458
11302,400,538
11303,420,507
11304,544,388
11305,489,361
11306,492,353
11307,492,388
11308,567,388
11309,566,492
11310,370,392
11311,515,402
11312,561,523
11313,563,569
11314,456,419
11315,374,521
11316,374,378
11317,537,493
11318,520,376
11319,560,542
11320,553,510
11321,428,482
11322,495,558
11323,455,407
11324,461,417
11325,525,517
11326,566,545
11327,444,376
11328,517,511
11329,479,425
11330,523,460
11331,492,434
11332,373,524
11333,544,520
11334,514,559
11335,559,566
11336,473,373
11337,456,417
11338,363,500
11339,520,360
11340,353,513
11341,497,523
11342,460,428
11343,376,557
11344,563,374
11345,430,497
11346,395,542
11347,492,423
11348,407,433
11349,481,474
11350,449,397
11351,532,386
11352,414,561
11353,522,481
11354,432,544
11355,408,511
11356,374,368
11357,414,370
11358,374,510
11359,404,456
11360,517,493
11361,565,355
11362,417,542
11363,567,353
11364,475,487
11365,542,373
11366,449,504
11367,553,461
11368,506,423
11369,449,563
11370,482,525
11371,431,500
11372,436,378
11373,525,400
11374,368,527
11375,431,537
11376,409,561
11377,538,363
11378,493,511
11379,515,545
11380,394,378
11381,446,515
11382,370,567
11383,484,526
11384,431,375
11385,532,462
11386,520,500
11387,526,465
11388,514,506
11389,366,353
11390,556,408
11391,544,400
11392,531,543
11393,472,567
11394,438,461
11395,391,567
11396,370,416
11397,391,412
11398,452,547
11399,557,515
11400,497,428
11401,538,353
11402,502,539
11403,394,353
11404,526,493
11405,507,395
11406,516,477
11407,376,481
11408,488,398
11409,500,444
11410,440,404
11411,484,440
11412,475,567
11413,360,523
11414,388,376
11415,415,535
11416,513,444
11417,355,515
11418,366,363
11419,475,488
11420,360,444
11421,412,484
11422,499,532
11423,538,366
11424,367,363
11425,400,465
11426,492,487
11427,428,563
11428,482,402
11429,353,363
11430,541,568
11431,378,456
11432,566,392
11433,485,518
11434,570,397
11435,479,398
11436,418,355
11437,375,431
11438,475,546
11439,561,514
11440,523,373
11441,563,549
11442,563,426
11443,561,479
11444,556,391
11445,396,546
11446,362,473
11447,434,497
11448,483,417
11449,402,482
11450,434,349
11451,455,350
11452,482,475
11453,352,368
11454,460,425
11455,506,519
11456,387,570
11457,438,517
11458,512,538
11459,404,542
11460,376,483
11461,566,366
11462,374,419
11463,517,566
11464,431,408
11465,526,494
11466,397,544
11467,414,374
11468,513,423
11469,438,497
11470,503,456
11471,561,370
11472,409,487
11473,508,520
11474,570,465
11475,497,484
11476,547,470
11477,479,408
11478,513,374
11479,432,402
11480,409,492
11481,461,463
11482,439,566
11483,475,548
11484,460,372
11485,513,537
11486,481,412
11487,438,511
11488,382,547
11489,567,402
11490,507,475
11491,455,432
11492,525,563
11493,555,412
11494,525,511
11495,352,398
11496,404,500
11497,484,483
11498,455,426
11499,563,510
11500,562,361
11501,438,523
11502,428,517
11503,510,374
11504,382,474
11505,391,514
11506,567,472
11507,482,400
11508,400,444
11509,439,523
11510,471,514
11511,537,408
11512,442,376
11513,368,493
11514,374,432
11515,566,563
11516,391,456
11517,492,506
11518,407,513
11519,538,512
11520,360,548
11521,373,421
11522,416,465
11523,431,525
11524,400,482
11525,496,366
11526,432,438
11527,563,420
11528,373,439
11529,460,520
11530,419,492
11531,504,521
11532,373,498
11533,353,420
11534,512,400
11535,479,352
11536,408,537
11537,397,546
11538,514,475
11539,537,569
11540,391,367
11541,524,395
11542,518,459
11543,461,544
11544,465,415
11545,524,553
11546,456,378
11547,483,537
11548,523,417
11549,363,370
11550,483,463
11551,465,395
11552,366,400
11553,568,539
11554,474,547
11555,380,516
11556,360,412
11557,538,484
11558,566,367
11559,460,422
11560,359,403
11561,433,369
11562,482,374
11563,422,489
11564,374,559
11565,500,382
11566,404,511
11567,467,532
11568,397,373
11569,353,487
11570,559,553
11571,370,451
11572,376,524
11573,412,504
11574,497,482
11575,431,514
11576,360,370
11577,555,481
11578,539,473
11579,560,484
11580,363,514
11581,473,460
11582,500,363
11583,366,503
11584,523,507
11585,416,537
11586,492,414
11587,412,353
11588,563,525
11589,547,531
11590,409,512
11591,367,483
11592,553,528
11593,391,563
11594,395,423
11595,397,469
11596,558,460
11597,543,372
11598,414,412
11599,355,500
11600,555,422
11601,426,524
11602,422,547
11603,503,561
11604,503,353
11605,505,419
11606,506,455
11607,564,351
11608,524,370
11609,408,395
11610,538,439
11611,378,566
11612,493,536
11613,537,514
11614,436,395
11615,423,506
11616,423,431
11617,531,396
11618,361,396
11619,412,549
11620,387,544
11621,500,517
11622,470,562
11623,419,409
11624,560,412
11625,521,363
11626,544,475
11627,563,459
11628,394,352
11629,355,528
11630,421,457
11631,514,374
11632,432,510
11633,525,426
11634,412,408
11635,403,367
11636,544,394
11637,445,408
11638,431,395
11639,420,353
11640,408,536
11641,409,363
11642,456,404
11643,473,413
11644,450,474
11645,483,430
11646,570,495
11647,417,517
11648,510,355
11649,531,452
11650,543,460
11651,409,536
11652,430,428
11653,392,525
11654,460,373
11655,387,525
11656,370,397
11657,563,556
11658,351,454
11659,400,539
11660,357,486
11661,350,384
11662,555,463
11663,412,460
11664,545,404
11665,506,497
11666,484,353
11667,389,509
11668,483,378
11669,446,391
11670,394,475
11671,463,363
11672,450,396
11673,359,405
11674,557,547
11675,452,475
11676,537,471
11677,388,463
11678,438,417
11679,370,363
11680,507,559
11681,373,544
11682,566,471
11683,412,402
11684,379,532
11685,545,402
11686,419,527
11687,428,545
11688,483,385
11689,553,488
11690,561,511
11691,565,561
11692,545,507
11693,352,542
11694,517,475
11695,527,439
11696,400,537
11697,545,428
11698,559,378
11699,567,465
11700,438,408
11701,413,473
11702,459,563
11703,444,538
11704,432,527
11705,376,361
11706,391,373
11707,517,461
11708,444,360
11709,363,559
11710,522,531
11711,432,465
11712,423,391
11713,374,370
11714,412,436
11715,461,506
11716,371,362
11717,430,493
11718,543,563
11719,361,475
11720,555,418
11721,460,432
11722,506,496
11723,483,527
11724,394,503
11725,404,398
11726,451,544
11727,350,552
11728,561,507
11729,516,397
11730,496,497
11731,519,361
11732,508,460
11733,529,466
11734,368,517
11735,354,463
11736,471,465
11737,455,510
11738,440,419
11739,527,432
11740,396,354
11741,439,517
11742,520,570
11743,492,436
11744,460,456
11745,533,433
11746,458,510
11747,355,474
11748,514,496
11749,567,360
11750,510,497
11751,378,517
11752,570,514
11753,368,497
11754,373,417
11755,431,412
11756,409,521
11757,445,417
11758,421,570
11759,567,484
11760,517,373
11761,419,423
11762,460,492
11763,561,404
11764,414,567
11765,526,376
11766,420,537
11767,497,567
11768,408,524
11769,421,465
11770,375,352
11771,567,503
11772,414,461
11773,395,452
11774,431,438
11775,496,523
11776,519,475
11777,513,360
11778,542,483
11779,477,516
11780,363,367
11781,558,414
11782,361,450
11783,513,517
11784,525,412
11785,370,428
11786,563,541
11787,391,559
11788,513,506
11789,564,393
11790,497,374
11791,366,434
11792,473,556
11793,474,361
11794,432,431
11795,378,500
11796,477,554
11797,475,502
11798,438,493
11799,457,381
11800,527,483
11801,562,470
11802,428,402
11803,525,370
11804,414,391
11805,359,391
11806,471,507
11807,549,198
11808,353,408
11809,419,517
11810,409,400
11811,483,482
11812,436,566
11813,560,362
11814,512,511
11815,438,561
11816,484,412
11817,510,433
11818,517,553
11819,423,419
11820,397,457
11821,460,475
11822,543,570
11823,514,451
11824,500,525
11825,537,423
11826,458,370
11827,458,555
11828,351,364
11829,547,475
11830,354,557
11831,508,428
11832,482,460
11833,430,395
11834,460,544
11835,401,386
11836,387,436
11837,545,538
11838,563,433
11839,408,352
11840,518,563
11841,389,419
11842,510,452
11843,517,419
11844,414,428
11845,363,561
11846,444,428
11847,542,371
11848,412,366
11849,395,561
11850,555,546
11851,493,440
11852,456,400
11853,419,469
11854,495,378
11855,500,412
11856,355,452
11857,567,524
11858,458,514
11859,524,438
11860,513,373
11861,408,503
11862,512,560
11863,378,368
11864,350,561
11865,482,404
11866,500,475
11867,518,435
11868,542,436
11869,391,400
11870,408,400
11871,494,404
11872,458,482
11873,486,380
11874,502,548
11875,417,556
11876,507,497
11877,507,495
11878,420,451
11879,470,403
11880,419,565
11881,397,516
11882,558,570
11883,368,494
11884,378,475
11885,436,524
11886,487,376
11887,515,465
11888,496,404
11889,553,517
11890,501,364
11891,363,353
11892,432,566
11893,567,373
11894,414,506
11895,570,439
11896,523,513
11897,504,429
11898,482,446
11899,388,487
11900,500,557
11901,524,471
11902,350,419
11903,567,420
11904,408,409
11905,559,542
11906,545,444
11907,395,417
11908,484,493
11909,477,369
11910,438,492
11911,460,415
11912,517,376
11913,359,489
11914,517,525
11915,460,566
11916,405,478
11917,484,503
11918,514,492
11919,380,424
11920,363,524
11921,520,497
11922,412,370
11923,402,395
11924,366,538
11925,504,481
11926,460,558
11927,455,569
11928,566,514
11929,524,542
11930,525,537
11931,531,463
11932,519,376
11933,450,557
11934,409,456
11935,373,563
11936,517,503
11937,460,506
11938,483,515
11939,561,409
11940,463,376
11941,432,370
11942,508,506
11943,437,499
11944,503,527
11945,525,475
11946,566,400
11947,432,571
11948,484,536
11949,439,513
11950,410,382
11951,412,432
11952,545,475
11953,430,412
11954,374,567
11955,391,561
11956,520,508
11957,559,414
11958,487,500
11959,409,497
11960,399,393
11961,370,413
11962,469,540
11963,439,373
11964,525,440
11965,484,431
11966,360,461
11967,441,198
11968,394,391
11969,412,569
11970,413,542
11971,418,475
11972,403,510
11973,515,403
11974,463,504
11975,368,408
11976,493,404
11977,455,543
11978,424,486
11979,479,431
11980,436,385
11981,473,408
11982,435,389
11983,394,544
11984,517,520
11985,515,391
11986,517,408
11987,459,389
11988,475,460
11989,372,530
11990,503,366
11991,412,452
